3900	1
7750	1
11600	1
15450	1
17400	1
19250	1
21850	1
22600	1
23100	1
25150	1
26950	1
28850	1
30750	1
32700	1
34600	1
35600	1
36550	1
37500	1
38500	1
40400	1
42300	1
44200	1
46150	1
48050	1
50000	1
50950	1
51900	1
52850	1
53900	1
55800	1
57650	1
59500	1
61500	1
63400	1
65300	1
66300	1
67300	1
68250	1
68800	1
69000	1
72950	1
74000	1
74950	1
75900	1
76850	1
77750	1
78750	1
79750	1
80750	1
81650	1
82650	1
83600	1
84550	1
86100	1
87250	1
87800	1
90100	1
91150	1
91600	1
93850	1
94900	1
95400	1
95950	1
96950	1
97900	1
98850	1
99900	1
100400	1
100700	1
101800	1
103700	1
104200	1
104450	1
105400	1
106600	1
107650	1
108100	1
108350	1
109350	1
110450	1
111400	1
111900	1
112150	1
113250	1
114250	1
114750	1
