4050	1
4550	1
5000	1
5500	1
5950	1
6400	1
6900	1
7350	1
7850	1
8300	1
8550	1
8800	1
9300	1
9800	1
10250	1
10500	1
10750	1
11200	1
11700	1
12150	1
12400	1
12650	1
13150	1
13600	1
14150	1
14350	1
14600	1
15050	1
15550	1
15750	1
16050	1
16500	1
16950	1
17200	1
17450	1
17850	1
18200	1
18650	1
19300	1
19900	1
20150	1
20550	1
21050	1
21500	1
21750	1
22000	1
22450	1
22700	1
23200	1
23550	1
23950	1
24400	1
24650	1
25150	1
25550	1
25900	1
26350	1
26600	1
27100	1
27450	1
27800	1
28200	1
28500	1
28950	1
29400	1
29750	1
30200	1
30450	1
30900	1
31300	1
31650	1
32100	1
32350	1
32600	1
32850	1
33200	1
33550	1
33950	1
34250	1
34500	1
34750	1
35250	1
35750	1
36200	1
36650	1
37200	1
37600	1
38150	1
38600	1
38950	1
39300	1
39800	1
40050	1
40250	1
40500	1
40850	1
41250	1
41700	1
41950	1
42400	1
42750	1
43100	1
43550	1
43850	1
44300	1
44700	1
45100	1
45500	1
45800	1
46050	1
46300	1
46650	1
47000	1
47400	1
47700	1
48150	1
48550	1
48900	1
49350	1
49600	1
49800	1
50150	1
51050	1
52000	1
52950	1
53500	1
53950	1
54450	1
54700	1
55150	1
55400	1
55850	1
56350	1
56600	1
57050	1
57350	1
57550	1
57800	1
58300	1
58750	1
59200	1
59450	1
59900	1
60400	1
60850	1
61050	1
61350	1
62550	1
62750	1
63050	1
63300	1
63600	1
64000	1
64250	1
64700	1
64950	1
65200	1
65450	1
66400	1
67400	1
68300	1
68800	1
69000	1
69500	1
70050	1
70500	1
70750	1
70950	1
71250	1
71700	1
71900	1
72150	1
72650	1
72850	1
73150	1
73850	1
74300	1
74550	1
74800	1
75050	1
75450	1
75700	1
75950	1
76450	1
76700	1
77100	1
77850	1
78400	1
78900	1
79400	1
79600	1
79850	1
80300	1
80800	1
81300	1
81550	1
82300	1
82750	1
84200	1
84650	1
86200	1
86750	1
86950	1
87200	1
87450	1
87950	1
90050	1
90500	1
90750	1
90950	1
91200	1
91700	1
94000	1
94400	1
94600	1
94850	1
95100	1
95600	1
96050	1
97050	1
98000	1
98950	1
99950	1
100450	1
100750	1
101250	1
101650	1
102100	1
102400	1
102650	1
103050	1
103300	1
103550	1
103850	1
104300	1
104550	1
105050	1
105450	1
105950	1
106200	1
106450	1
106700	1
106950	1
107200	1
107400	1
107700	1
108150	1
108400	1
108900	1
109300	1
109800	1
110050	1
110300	1
110550	1
110800	1
111050	1
111300	1
111550	1
112050	1
112250	1
112700	1
113200	1
113650	1
113950	1
114150	1
114400	1
114650	1
114900	1
